apn,shape_area,category,year_built,class,county,unknown,place_name
"102217124",492300,Existing,2017,flex,San Bernardino County,"0",Chino
"102245108",414500,Existing,1980,distribution warehouse,San Bernardino County,"1",Chino
"102242124",830700,Existing,1999,distribution warehouse,San Bernardino County,"0",Chino
"102305109",65400,Existing,1990,storage warehouse,San Bernardino County,"0",Chino
"102121102",289300,Existing,1980,light industrial,San Bernardino County,"0",Chino
"102101123",220000,Existing,1980,light industrial,San Bernardino County,"0",Chino
"102102126",89100,Existing,1989,storage warehouse,San Bernardino County,"0",Chino
"102211114",121900,Existing,1993,distribution warehouse,San Bernardino County,"0",Chino
"102223104",804100,Existing,1993,distribution warehouse,San Bernardino County,"0",Chino
"102221106",445800,Existing,1988,light industrial,San Bernardino County,"0",Chino
"102221104",207100,Existing,1981,light industrial,San Bernardino County,"0",Chino
"102224106",330300,Existing,2001,distribution warehouse,San Bernardino County,"0",Chino
"102248108",268200,Existing,1998,light industrial,San Bernardino County,"0",Chino
"102245103",220100,Existing,1989,light industrial,San Bernardino County,"0",Chino
"102110142",93000,Existing,2004,storage warehouse,San Bernardino County,"0",Chino
"102111107",209700,Existing,1986,light industrial,San Bernardino County,"0",Chino
"102112104",217900,Existing,1984,light industrial,San Bernardino County,"0",Chino
"102112107",152600,Existing,2010,light industrial,San Bernardino County,"0",Chino
"102120214",83300,Existing,2002,storage warehouse,San Bernardino County,"0",Chino
"102120216",113200,Existing,2002,storage warehouse,San Bernardino County,"0",Chino
"102120209",123200,Existing,2004,storage warehouse,San Bernardino County,"0",Chino
"102102104",776300,Existing,1987,light industrial,San Bernardino County,"0",Chino
"102101116",321100,Existing,2006,light industrial,San Bernardino County,"0",Chino
"102102123",90400,Existing,1989,storage warehouse,San Bernardino County,"0",Chino
"102139122",153200,Existing,2023,light industrial,San Bernardino County,"0",Chino
"102139105",90000,Existing,1999,distribution warehouse,San Bernardino County,"0",Chino
"102249105",695300,Existing,1998,distribution warehouse,San Bernardino County,"0",Chino
"102252136",238600,Existing,2002,light industrial,San Bernardino County,"0",Chino
"102252131",60100,Existing,2005,storage warehouse,San Bernardino County,"0",Chino
"102254108",402800,Existing,1995,improvements ass'd associated apn,San Bernardino County,"0",Chino
"102253112",370500,Existing,1991,improvements ass'd associated apn,San Bernardino County,"0",Chino
"102256102",733700,Existing,1991,distribution warehouse,San Bernardino County,"0",Chino
"102048101",207000,Existing,1980,light industrial,San Bernardino County,"0",Chino
"102113207",53400,Existing,2004,storage warehouse,San Bernardino County,"0",Chino
"102114215",164100,Existing,1980,light industrial,San Bernardino County,"0",Chino
"102101102",218400,Existing,1980,light industrial,San Bernardino County,"0",Chino
"102139104",86100,Existing,1999,distribution warehouse,San Bernardino County,"0",Chino
"102139121",223400,Existing,1985,light industrial,San Bernardino County,"0",Chino
"102139123",611000,Existing,1981,storage warehouse,San Bernardino County,"0",Chino
"102136150",217800,Existing,1989,light industrial,San Bernardino County,"0",Chino
"102139139",636500,Existing,1998,flex,San Bernardino County,"0",Chino
"102158118",76300,Existing,1984,distribution warehouse,San Bernardino County,"0",Chino
"102250107",217400,Existing,1998,storage warehouse,San Bernardino County,"0",Chino
"102250108",250100,Existing,1998,distribution warehouse,San Bernardino County,"0",Chino
"102047107",203400,Existing,1980,storage warehouse,San Bernardino County,"0",Chino
"102055158",258600,Existing,1980,light industrial,San Bernardino County,"0",Chino
"102107115",127000,Existing,1998,storage warehouse,San Bernardino County,"0",Chino
"102136151",205900,Existing,1988,flex,San Bernardino County,"0",Chino
"102159109",206600,Existing,2017,light industrial,San Bernardino County,"0",Chino Hills
"102251104",192300,Existing,1985,light industrial,San Bernardino County,"0",Chino
"102254109",373300,Existing,1995,distribution warehouse,San Bernardino County,"0",Chino
"102253113",344400,Existing,1991,distribution warehouse,San Bernardino County,"0",Chino
"102301159",189400,Existing,2023,improvements ass'd associated apn,San Bernardino County,"0",Chino Hills
"102511108",343200,Existing,1988,flex,San Bernardino County,"0",Chino
"102513354",176200,Existing,2022,distribution warehouse,San Bernardino County,"0",Chino
"102515122",269900,Existing,2001,storage warehouse,San Bernardino County,"0",Chino
"102515121",340200,Existing,2001,storage warehouse,San Bernardino County,"0",Chino
"102515112",241500,Existing,2001,flex,San Bernardino County,"0",Chino
"102515115",51400,Existing,2023,storage warehouse,San Bernardino County,"0",Chino
"102515114",302200,Existing,2001,storage warehouse,San Bernardino County,"0",Chino
"102515116",902900,Existing,2001,distribution warehouse,San Bernardino County,"0",Chino
"102513353",268800,Existing,2022,distribution warehouse,San Bernardino County,"0",Chino
"102511104",223100,Existing,2002,light industrial,San Bernardino County,"0",Chino
"102515123",614700,Existing,2001,distribution warehouse,San Bernardino County,"0",Chino
"102819108",212200,Existing,2018,distribution warehouse,San Bernardino County,"0",Chino Hills
"102610103",2979300,Existing,2015,distribution warehouse,San Bernardino County,"0",Chino
"102706105",265800,Existing,2013,distribution warehouse,San Bernardino County,"0",Chino
"102704106",811900,Existing,2005,distribution warehouse,San Bernardino County,"0",Chino
"102705102",266300,Existing,2007,light industrial,San Bernardino County,"0",Chino
"102703101",700000,Existing,2013,distribution warehouse,San Bernardino County,"0",Chino
"102706106",534600,Existing,2013,distribution warehouse,San Bernardino County,"0",Chino
"102706106",533300,Existing,2013,distribution warehouse,San Bernardino County,"0",Chino
"102708104",500900,Existing,2005,distribution warehouse,San Bernardino County,"0",Chino
"102707105",831300,Existing,2007,distribution warehouse,San Bernardino County,"0",Chino
"102712102",227300,Existing,1982,light industrial,San Bernardino County,"0",Chino
"102722103",466400,Existing,2004,distribution warehouse,San Bernardino County,"0",Chino
"102850132",63600,Existing,2020,storage warehouse,San Bernardino County,"0",Chino
"102721106",456600,Existing,2013,distribution warehouse,San Bernardino County,"0",Chino
"102850126",75200,Existing,1999,storage warehouse,San Bernardino County,"0",Chino
"102720105",840900,Existing,2012,distribution warehouse,San Bernardino County,"0",Chino
"102720106",219200,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"102722103",763500,Existing,2004,distribution warehouse,San Bernardino County,"0",Chino
"102850103",56300,Existing,1999,storage warehouse,San Bernardino County,"0",Chino
"102820226",314300,Existing,2004,light industrial,San Bernardino County,"0",Chino
"104617103",109500,Existing,1980,storage warehouse,San Bernardino County,"0",Upland
"104718107",195300,Existing,1980,light industrial,San Bernardino County,"0",Upland
"104928104",104700,Existing,1980,distribution warehouse,San Bernardino County,"0",Ontario
"104918101",132300,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario
"104930107",232200,Existing,2024,distribution warehouse,San Bernardino County,"0",Ontario
"105014110",140900,Existing,1989,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"105014101",402400,Existing,1980,light industrial,San Bernardino County,"1",Ontario
"105011110",203400,Existing,1983,light industrial,San Bernardino County,"0",Ontario
"105011111",211300,Existing,2005,distribution warehouse,San Bernardino County,"0",Ontario
"104907101",310800,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"104935409",58300,Existing,2005,storage warehouse,San Bernardino County,"0",Ontario
"104935408",53800,Existing,2005,storage warehouse,San Bernardino County,"0",Ontario
"104939216",85100,Existing,2016,distribution warehouse,San Bernardino County,"0",Ontario
"104941101",203500,Existing,2019,distribution warehouse,San Bernardino County,"0",Ontario
"104914130",92100,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"104913121",88800,Existing,2022,storage warehouse,San Bernardino County,"0",Ontario
"104914131",71800,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"104902235",53700,Existing,1980,storage warehouse,San Bernardino County,"0",Ontario
"104918114",398200,Existing,2000,light industrial,San Bernardino County,"0",Ontario
"104909505",67800,Existing,1980,storage warehouse,San Bernardino County,"0",Ontario
"104922136",465600,Existing,2016,distribution warehouse,San Bernardino County,"0",Ontario
"104938206",86000,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"104921115",272200,Existing,2017,flex,San Bernardino County,"0",Ontario
"104947205",402600,Existing,2015,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"104940110",203600,Existing,2006,distribution warehouse,San Bernardino County,"0",Ontario
"104922104",172400,Existing,1980,cold storage facility,San Bernardino County,"0",Ontario
"104942104",203200,Existing,1987,light industrial,San Bernardino County,"0",Ontario
"104939216",189700,Existing,2016,distribution warehouse,San Bernardino County,"0",Ontario
"104944218",443900,Existing,2001,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"104918110",65400,Existing,2007,storage warehouse,San Bernardino County,"0",Ontario
"104939101",194600,Existing,2001,improvements ass'd associated apn,San Bernardino County,"0",Ontario
"104950121",145300,Existing,2021,distribution warehouse,San Bernardino County,"0",Ontario
"104909218",65700,Existing,2018,storage warehouse,San Bernardino County,"0",Ontario
"104918109",100000,Existing,1991,storage warehouse,San Bernardino County,"0",Ontario
"104939217",61600,Existing,2015,storage warehouse,San Bernardino County,"0",Ontario
"104946210",199500,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"104920224",104600,Existing,2016,storage warehouse,San Bernardino County,"0",Ontario
"104923233",217900,Existing,2021,distribution warehouse,San Bernardino County,"0",Ontario
"104940110",285600,Existing,2006,distribution warehouse,San Bernardino County,"0",Ontario
"104942101",280100,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"105045108",76500,Existing,2007,storage warehouse,San Bernardino County,"0",Ontario
"105016107",112600,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"105016101",401900,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"105019113",128100,Existing,1992,storage warehouse,San Bernardino County,"0",Ontario
"105020102",407000,Existing,2019,distribution warehouse,San Bernardino County,"0",Ontario
"105045106",395300,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"105021111",171500,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"105047102",375000,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"105046117",52400,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"105012111",184600,Existing,2001,light industrial,San Bernardino County,"0",Ontario
"105021102",203200,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"105047105",393000,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105045106",415000,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"105045104",203400,Existing,2003,storage warehouse,San Bernardino County,"0",Ontario
"105044174",325300,Existing,2023,distribution warehouse,San Bernardino County,"0",Ontario
"105051110",202800,Existing,2014,flex,San Bernardino County,"0",Ontario
"105012110",218100,Existing,2000,light industrial,San Bernardino County,"0",Ontario
"105018103",375500,Existing,2002,distribution warehouse,San Bernardino County,"0",Ontario
"105022101",203300,Existing,1987,light industrial,San Bernardino County,"0",Ontario
"105022107",201400,Existing,1984,light industrial,San Bernardino County,"0",Ontario
"105045107",51400,Existing,2007,storage warehouse,San Bernardino County,"0",Ontario
"105016105",80100,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"105016106",61600,Existing,2017,storage warehouse,San Bernardino County,"0",Ontario
"105047105",174400,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105012103",83200,Existing,1980,storage warehouse,San Bernardino County,"0",Ontario
"105051105",176200,Existing,1980,light industrial,San Bernardino County,"0",Ontario
"105015117",203300,Existing,1992,storage warehouse,San Bernardino County,"0",Ontario
"105014107",208100,Existing,1988,light industrial,San Bernardino County,"0",Ontario
"105353102",206300,Existing,1980,transit warehouse (truck terminal),San Bernardino County,"0",Ontario
"105427104",101400,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105350107",117500,Existing,2014,storage warehouse,San Bernardino County,"0",Chino
"105350106",74200,Existing,2014,storage warehouse,San Bernardino County,"0",Chino
"105350105",77300,Existing,2014,storage warehouse,San Bernardino County,"0",Chino
"105402104",587700,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105427104",235400,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105417107",505500,Existing,2023,distribution warehouse,San Bernardino County,"0",Ontario
"105437105",1611800,Existing,2017,distribution warehouse,San Bernardino County,"0",Chino
"105437103",688700,Existing,2018,distribution warehouse,San Bernardino County,"0",Chino
"105438103",738500,Existing,2015,distribution warehouse,San Bernardino County,"0",Chino
"105439102",3297800,Existing,2021,distribution warehouse,San Bernardino County,"0",Chino
"105437104",1112200,Existing,2019,distribution warehouse,San Bernardino County,"0",Chino
"105443103",1119100,Existing,2015,distribution warehouse,San Bernardino County,"0",Chino
"105446105",1334700,Existing,2018,distribution warehouse,San Bernardino County,"0",Chino
"105448103",546700,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105446106",985400,Existing,2017,distribution warehouse,San Bernardino County,"0",Chino
"105448103",787300,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105449102",1278300,Existing,2020,distribution warehouse,San Bernardino County,"0",Chino
"105449103",651200,Existing,2020,distribution warehouse,San Bernardino County,"0",Chino
"105509106",655800,Existing,2018,distribution warehouse,San Bernardino County,"0",Chino
"105511103",368300,Existing,2017,distribution warehouse,San Bernardino County,"0",Chino
"105332103",209600,Existing,2021,improvements ass'd associated apn,San Bernardino County,"0",Ontario
"105511104",347700,Existing,2017,distribution warehouse,San Bernardino County,"0",Chino
"105509107",238400,Existing,2017,distribution warehouse,San Bernardino County,"0",Chino
"105510105",278600,Existing,2017,distribution warehouse,San Bernardino County,"0",Chino
"105512108",106900,Existing,2017,storage warehouse,San Bernardino County,"0",Chino
"105512107",103500,Existing,2017,storage warehouse,San Bernardino County,"0",Chino
"105512106",107000,Existing,2017,storage warehouse,San Bernardino County,"0",Chino
"105512120",53000,Existing,2024,storage warehouse,San Bernardino County,"0",Chino
"105512123",53800,Existing,2024,storage warehouse,San Bernardino County,"0",Chino
"105417107",939200,Existing,2023,distribution warehouse,San Bernardino County,"0",Ontario
"105401108",208600,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105401107",183100,Existing,2022,storage warehouse,San Bernardino County,"0",Ontario
"105401106",120100,Existing,2022,storage warehouse,San Bernardino County,"0",Ontario
"105401105",112000,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105402104",197400,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105402104",667900,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105401105",152800,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105417107",779900,Existing,2023,distribution warehouse,San Bernardino County,"0",Ontario
"105402105",112400,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105402104",668800,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105402105",165500,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"105417107",727800,Existing,2023,distribution warehouse,San Bernardino County,"0",Ontario
"105523109",330800,Existing,2022,storage warehouse,San Bernardino County,"0",Chino
"105553203",798600,Existing,2022,distribution warehouse,San Bernardino County,"0",Chino
"107311128",246200,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario
"107311124",2690100,Existing,2021,distribution warehouse,San Bernardino County,"0",Ontario
"107311118",2074200,Existing,2020,distribution warehouse,San Bernardino County,"0",Ontario
"107313101",2345900,Existing,2021,distribution warehouse,San Bernardino County,"0",Ontario
"107313102",1344500,Existing,2020,distribution warehouse,San Bernardino County,"0",Ontario
"107313103",1444100,Existing,2020,distribution warehouse,San Bernardino County,"0",Ontario
"107315108",324000,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"107315101",100400,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"107315102",98400,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"107315103",129500,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"107313108",142300,Existing,2021,storage warehouse,San Bernardino County,"0",Chino
"107315105",127800,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"107315106",222100,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"107315116",2071700,Existing,2021,distribution warehouse,San Bernardino County,"0",Ontario
"107315107",264800,Existing,2021,light industrial,San Bernardino County,"0",Ontario
"105637108",1370400,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105638103",222200,Existing,2014,storage warehouse,San Bernardino County,"0",Chino
"105604103",460300,Existing,2002,distribution warehouse,San Bernardino County,"0",Chino
"105604103",443500,Existing,2002,distribution warehouse,San Bernardino County,"0",Chino
"105602107",349600,Existing,2004,distribution warehouse,San Bernardino County,"0",Chino
"105601108",385100,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105606107",296800,Existing,2003,distribution warehouse,San Bernardino County,"0",Chino
"105607120",97900,Existing,2022,storage warehouse,San Bernardino County,"0",Chino
"105606107",218300,Existing,2003,distribution warehouse,San Bernardino County,"0",Chino
"105602107",376300,Existing,2004,distribution warehouse,San Bernardino County,"0",Chino
"105601108",414300,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105604104",336600,Existing,2002,distribution warehouse,San Bernardino County,"0",Chino
"105604104",324300,Existing,2002,distribution warehouse,San Bernardino County,"0",Chino
"105605103",374000,Existing,2003,flex,San Bernardino County,"0",Chino
"105604104",412700,Existing,2002,distribution warehouse,San Bernardino County,"0",Chino
"105602107",369700,Existing,2004,distribution warehouse,San Bernardino County,"0",Chino
"105618103",425500,Existing,2005,distribution warehouse,San Bernardino County,"0",Chino
"105611108",195700,Existing,2020,distribution warehouse,San Bernardino County,"0",Chino
"105613103",295200,Existing,2007,distribution warehouse,San Bernardino County,"0",Chino
"105616105",207900,Existing,2007,distribution warehouse,San Bernardino County,"0",Chino
"105612106",85300,Existing,2020,storage warehouse,San Bernardino County,"0",Chino
"105616104",200000,Existing,2003,distribution warehouse,San Bernardino County,"0",Chino
"105611108",206600,Existing,2020,distribution warehouse,San Bernardino County,"0",Chino
"105612106",190100,Existing,2020,storage warehouse,San Bernardino County,"0",Chino
"105613103",559200,Existing,2007,distribution warehouse,San Bernardino County,"0",Chino
"105616105",392200,Existing,2007,distribution warehouse,San Bernardino County,"0",Chino
"105616104",387700,Existing,2003,distribution warehouse,San Bernardino County,"0",Chino
"102722103",787500,Existing,2004,distribution warehouse,San Bernardino County,"0",Chino
"105612105",125400,Existing,2020,storage warehouse,San Bernardino County,"0",Chino
"105623104",531600,Existing,2008,distribution warehouse,San Bernardino County,"0",Chino
"105622103",806500,Existing,2006,flex,San Bernardino County,"0",Chino
"105624104",603500,Existing,2008,distribution warehouse,San Bernardino County,"0",Chino
"105621104",497000,Existing,2008,distribution warehouse,San Bernardino County,"0",Chino
"105622103",351300,Existing,2006,flex,San Bernardino County,"0",Chino
"105638104",1173300,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105632104",1680000,Existing,2014,distribution warehouse,San Bernardino County,"0",Chino
"105721207",435600,Existing,2010,light industrial,San Bernardino County,"0",Chino
"108335105",2136100,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"108307124",523700,Existing,2001,flex,San Bernardino County,"0",Ontario
"108315105",1643200,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario
"108315106",385900,Existing,2014,distribution warehouse,San Bernardino County,"0",Ontario
"108301106",811300,Existing,1988,light industrial,San Bernardino County,"0",Ontario
"108307123",141200,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"108307122",185300,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"108315107",116100,Existing,2004,storage warehouse,San Bernardino County,"0",Ontario
"108307116",134800,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"108332102",1255600,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"108332103",494500,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"108315110",389000,Existing,2003,storage warehouse,San Bernardino County,"0",Ontario
"108307118",698400,Existing,1998,distribution warehouse,San Bernardino County,"0",Ontario
"108335107",229300,Existing,2003,flex,San Bernardino County,"0",Ontario
"108307117",144800,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario
"108335106",1427400,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"107740117",88800,Existing,2002,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"107740151",71800,Existing,2003,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"108336119",345100,Existing,2021,distribution warehouse,San Bernardino County,"0",Ontario
"108336118",109200,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"108336117",121400,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario
"109033103",309800,Existing,1980,storage warehouse,San Bernardino County,"0",Rancho Cucamonga
"108336115",260000,Existing,2007,distribution warehouse,San Bernardino County,"0",Ontario
"108336114",404700,Existing,2007,flex,San Bernardino County,"0",Ontario
"108307115",269200,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario
"108332104",319700,Existing,2001,distribution warehouse,San Bernardino County,"0",Ontario
"108336113",471300,Existing,2002,storage warehouse,San Bernardino County,"0",Ontario
"108335108",161300,Existing,2003,storage warehouse,San Bernardino County,"0",Ontario
"108332106",408600,Existing,2002,flex,San Bernardino County,"0",Ontario
"108332105",436800,Existing,2002,flex,San Bernardino County,"0",Ontario
"108336111",90000,Existing,2002,storage warehouse,San Bernardino County,"0",Ontario
"108336110",70400,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario
"108336108",91200,Existing,2023,storage warehouse,San Bernardino County,"0",Ontario
"108335109",130700,Existing,2020,storage warehouse,San Bernardino County,"0",Ontario
"110039102",178500,Existing,2007,distribution warehouse,San Bernardino County,"0",Fontana
"110039101",220400,Existing,2007,distribution warehouse,San Bernardino County,"0",Fontana
"110039106",51700,Existing,2007,storage warehouse,San Bernardino County,"0",Fontana
"111001113",85600,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"111001115",187900,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"111015101",3218500,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"111002103",668600,Existing,2001,distribution warehouse,San Bernardino County,"0",Fontana
"111001109",55900,Existing,2017,storage warehouse,San Bernardino County,"0",Fontana
"111002102",977800,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"111001117",296200,Existing,2008,distribution warehouse,San Bernardino County,"0",Fontana
"111001119",280400,Existing,2008,distribution warehouse,San Bernardino County,"0",Fontana
"111002104",856300,Existing,2000,distribution warehouse,San Bernardino County,"0",Fontana
"111001116",404000,Existing,1991,storage warehouse,San Bernardino County,"0",Fontana
"111002106",105400,Existing,2017,storage warehouse,San Bernardino County,"0",Fontana
"111001118",501400,Existing,2008,distribution warehouse,San Bernardino County,"0",Fontana
"111001112",586100,Existing,1990,distribution warehouse,San Bernardino County,"0",Fontana
"111001108",794600,Existing,1991,storage warehouse,San Bernardino County,"0",Fontana
"111016142",228100,Existing,2022,distribution warehouse,San Bernardino County,"0",Fontana
"111014109",115900,Existing,2006,storage warehouse,San Bernardino County,"0",Fontana
"111014108",203900,Existing,2008,light industrial,San Bernardino County,"0",Fontana
"111015156",164000,Existing,2023,distribution warehouse,San Bernardino County,"0",Fontana
"111016141",416700,Existing,2022,distribution warehouse,San Bernardino County,"0",Fontana
"111015147",51900,Existing,2007,storage warehouse,San Bernardino County,"0",Fontana
"111014102",521800,Existing,2001,distribution warehouse,San Bernardino County,"0",Fontana
"111014101",228600,Existing,1989,distribution warehouse,San Bernardino County,"0",Fontana
"111001114",80100,Existing,1991,storage warehouse,San Bernardino County,"0",Fontana
"111014105",110400,Existing,1990,storage warehouse,San Bernardino County,"0",Fontana
"111014126",94300,Existing,2017,storage warehouse,San Bernardino County,"0",Fontana
"111014125",87300,Existing,2017,storage warehouse,San Bernardino County,"0",Fontana
"111014124",372300,Existing,2017,distribution warehouse,San Bernardino County,"0",Fontana
"111010101",117600,Existing,1998,distribution warehouse,San Bernardino County,"0",Fontana
"111010103",570600,Existing,1991,distribution warehouse,San Bernardino County,"0",Fontana
"111015138",57900,Existing,2007,storage warehouse,San Bernardino County,"0",Fontana
"111601118",1285600,Existing,2012,distribution warehouse,San Bernardino County,"0",unincorporated
"111803114",677500,Existing,2021,distribution warehouse,San Bernardino County,"0",Fontana
"111922159",204300,Existing,1980,storage warehouse,San Bernardino County,"0",Fontana
"113319129",168300,Existing,2016,storage warehouse,San Bernardino County,"0",Rialto
"113305102",820300,Existing,1980,light industrial,San Bernardino County,"1",Rialto
"111922164",134900,Existing,2019,distribution warehouse,San Bernardino County,"0",Fontana
"113311119",399300,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"113311119",415700,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"113303101",690600,Existing,1991,light industrial,San Bernardino County,"0",Rialto
"113349101",204800,Existing,1985,light industrial,San Bernardino County,"0",Rialto
"113326101",802300,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"113319114",333700,Existing,1995,light industrial,San Bernardino County,"0",Rialto
"113301101",800000,Existing,1990,light industrial,San Bernardino County,"0",Rialto
"113304103",425900,Existing,2019,distribution warehouse,San Bernardino County,"0",Rialto
"113307103",217500,Existing,1980,light industrial,San Bernardino County,"0",Rialto
"113318113",524600,Existing,2001,transit warehouse (truck terminal),San Bernardino County,"0",Rialto
"113351110",90200,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"111922135",204300,Existing,1980,light industrial,San Bernardino County,"0",Fontana
"113351109",176800,Existing,2020,distribution warehouse,San Bernardino County,"0",Rialto
"113351108",92700,Existing,2019,distribution warehouse,San Bernardino County,"0",Rialto
"113308104",207300,Existing,1980,light industrial,San Bernardino County,"1",Rialto
"113322101",203700,Existing,2007,storage building,San Bernardino County,"0",Rialto
"113327105",122400,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"113327104",103300,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"113327103",65100,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"113311119",330900,Existing,2015,distribution warehouse,San Bernardino County,"0",Rialto
"113324107",287100,Existing,2020,storage warehouse,San Bernardino County,"0",Rialto
"113319126",86800,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"113319127",61800,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"113319128",74000,Existing,2023,distribution warehouse,San Bernardino County,"0",Rialto
"113318121",1360100,Existing,2016,distribution warehouse,San Bernardino County,"0",Rialto
"116714112",103600,Existing,2007,storage warehouse,San Bernardino County,"0",Grand Terrace
"111922168",130600,Existing,2019,distribution warehouse,San Bernardino County,"0",Fontana
"113304103",516000,Existing,2019,distribution warehouse,San Bernardino County,"0",Rialto
"113320121",252200,Existing,2019,distribution warehouse,San Bernardino County,"0",Rialto
"116715133",189900,Existing,1980,light industrial,San Bernardino County,"0",Grand Terrace
"116711110",178300,Existing,1980,light industrial,San Bernardino County,"0",Grand Terrace
"116718114",195100,Existing,1980,storage warehouse,San Bernardino County,"0",Grand Terrace
"116711118",318800,Existing,1980,light industrial,San Bernardino County,"0",Colton
"116711109",175600,Existing,1984,light industrial,San Bernardino County,"0",Grand Terrace
"116715145",397900,Existing,2006,light industrial,San Bernardino County,"0",Grand Terrace
"116715103",412400,Existing,1992,cold storage facility,San Bernardino County,"0",Colton
"116719101",272000,Existing,1982,light industrial,San Bernardino County,"0",Grand Terrace
"116711108",166800,Existing,1994,light industrial,San Bernardino County,"0",Grand Terrace
"111924120",1188100,Existing,2018,distribution warehouse,San Bernardino County,"0",Fontana
"111804119",1238600,Existing,2004,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"111804101",437600,Existing,2020,distribution warehouse,San Bernardino County,"0",Fontana
"111924124",1618500,Existing,2016,distribution warehouse,San Bernardino County,"0",Fontana
"111924110",190600,Existing,1982,light industrial,San Bernardino County,"0",Fontana
"111804120",1249700,Existing,2004,improvements ass'd associated apn,San Bernardino County,"0",Rialto
"111804105",1764400,Existing,2015,distribution warehouse,San Bernardino County,"0",Fontana
