apn,shape_area,category,year_built,class,county,unknown,place_name
"028143102",1543500,Existing,2015,distribution warehouse,San Bernardino County,"0",San Bernardino
"028104165",94900,Existing,2008,storage warehouse,San Bernardino County,"0",San Bernardino
"027819141",367500,Existing,2023,distribution warehouse,San Bernardino County,"0",San Bernardino
"028031237",267700,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028029233",101000,Existing,1980,storage warehouse,San Bernardino County,"0",San Bernardino
"028029232",101600,Existing,1981,storage warehouse,San Bernardino County,"0",San Bernardino
"028029231",94300,Existing,1981,storage warehouse,San Bernardino County,"0",San Bernardino
"027904316",292600,Existing,1986,distribution warehouse,San Bernardino County,"0",unincorporated
"027932143",188600,Existing,1985,distribution warehouse,San Bernardino County,"0",San Bernardino
"028009163",169200,Existing,1989,storage warehouse,San Bernardino County,"0",San Bernardino
"028024108",108500,Existing,2008,distribution warehouse,San Bernardino County,"0",San Bernardino
"028103187",114400,Existing,1987,distribution warehouse,San Bernardino County,"0",San Bernardino
"028110111",217300,Existing,1980,light industrial,San Bernardino County,"0",San Bernardino
"028103180",59100,Existing,1987,storage warehouse,San Bernardino County,"0",San Bernardino
"028018151",245200,Existing,2007,distribution warehouse,San Bernardino County,"0",San Bernardino
"028025139",296000,Existing,1980,distribution warehouse,San Bernardino County,"0",San Bernardino
"028110109",81600,Existing,1980,storage warehouse,San Bernardino County,"0",San Bernardino
"028110130",165100,Existing,2018,storage warehouse,San Bernardino County,"0",San Bernardino
"028005121",297400,Existing,2018,distribution warehouse,San Bernardino County,"0",San Bernardino
"028009162",52500,Existing,1989,storage warehouse,San Bernardino County,"0",San Bernardino
"028023233",233100,Existing,2019,distribution warehouse,San Bernardino County,"0",San Bernardino
"028025140",152500,Existing,2000,light industrial,San Bernardino County,"0",San Bernardino
"028025159",51800,Existing,2004,storage warehouse,San Bernardino County,"0",San Bernardino
"028104148",145100,Existing,1989,distribution warehouse,San Bernardino County,"0",San Bernardino
"028141110",108600,Existing,2008,storage warehouse,San Bernardino County,"0",San Bernardino
"029712215",289600,Existing,1980,storage building,San Bernardino County,"0",unincorporated
"029712215",1139400,Existing,1980,storage building,San Bernardino County,"0",unincorporated
"029026208",82700,Existing,1988,storage warehouse,San Bernardino County,"0",Highland
"029204209",1160500,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029204212",346400,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029204211",147700,Existing,2006,storage warehouse,San Bernardino County,"0",unincorporated
"029204210",1507900,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029203239",267900,Existing,1990,light industrial,San Bernardino County,"0",Redlands
"029206357",200100,Existing,2016,improvements ass'd associated apn,San Bernardino County,"0",Redlands
"029215326",153500,Existing,2021,flex,San Bernardino County,"0",Redlands
"029215735",67700,Existing,2020,storage warehouse,San Bernardino County,"0",Redlands
"029219205",192900,Existing,1980,light industrial,San Bernardino County,"0",Redlands
"029204313",1213600,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029207220",1199800,Existing,2016,distribution warehouse,San Bernardino County,"0",unincorporated
"029207218",1007600,Existing,2015,distribution warehouse,San Bernardino County,"0",unincorporated
"029207219",559100,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"029205125",1200700,Existing,2007,distribution warehouse,San Bernardino County,"0",unincorporated
"029205123",810200,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029205129",1115400,Existing,2008,distribution warehouse,San Bernardino County,"0",unincorporated
"029205130",1208100,Existing,2011,distribution warehouse,San Bernardino County,"0",unincorporated
"029205131",781800,Existing,2014,distribution warehouse,San Bernardino County,"0",unincorporated
"029215736",179300,Existing,2021,storage warehouse,San Bernardino County,"0",Redlands
"029205114",344400,Existing,2018,storage warehouse,San Bernardino County,"0",unincorporated
"029205132",369100,Existing,2021,storage warehouse,San Bernardino County,"0",unincorporated
"029205124",337800,Existing,2005,distribution warehouse,San Bernardino County,"0",unincorporated
"029205226",537900,Existing,2015,distribution warehouse,San Bernardino County,"0",unincorporated
"029205221",649200,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029205224",1135500,Existing,2012,distribution warehouse,San Bernardino County,"0",unincorporated
"029205220",221000,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029215723",194500,Existing,1980,light industrial,San Bernardino County,"0",Redlands
"029208270",308800,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"029215732",64300,Existing,2023,distribution warehouse,San Bernardino County,"0",Redlands
"029205419",645400,Existing,2016,distribution warehouse,San Bernardino County,"0",unincorporated
"029215819",197100,Existing,2017,distribution warehouse,San Bernardino County,"0",Redlands
"029215426",399900,Existing,2021,storage warehouse,San Bernardino County,"0",Redlands
"029215427",204900,Existing,2023,distribution warehouse,San Bernardino County,"0",Redlands
"029219211",355700,Existing,1980,light industrial,San Bernardino County,"0",Redlands
"029205219",338100,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029208262",234000,Existing,2013,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"029205420",1212800,Existing,2016,distribution warehouse,San Bernardino County,"0",unincorporated
"029205223",102100,Existing,2007,distribution warehouse,San Bernardino County,"0",unincorporated
"029205222",86500,Existing,2007,distribution warehouse,San Bernardino County,"0",unincorporated
"029208271",214700,Existing,2015,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"029220132",89100,Existing,1991,storage warehouse,San Bernardino County,"0",Redlands
"029205525",798900,Existing,2014,distribution warehouse,San Bernardino County,"0",unincorporated
"029205315",798800,Existing,2015,distribution warehouse,San Bernardino County,"0",unincorporated
"029205316",1550000,Existing,2015,distribution warehouse,San Bernardino County,"0",Redlands
"029215338",51600,Existing,2001,storage warehouse,San Bernardino County,"0",Redlands
"029215339",63800,Existing,2001,storage warehouse,San Bernardino County,"0",Redlands
"029219223",336600,Existing,2006,light industrial,San Bernardino County,"0",Redlands
"029215412",89900,Existing,1992,distribution warehouse,San Bernardino County,"0",Redlands
"029250118",233200,Existing,2003,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"029209120",62600,Existing,1980,storage warehouse,San Bernardino County,"0",Loma Linda
"029215323",65000,Existing,1982,storage warehouse,San Bernardino County,"0",Redlands
"029215621",307300,Existing,1990,light industrial,San Bernardino County,"0",Redlands
"029207155",2423900,Existing,2009,distribution warehouse,San Bernardino County,"0",unincorporated
"029204149",2382900,Existing,2020,distribution warehouse,San Bernardino County,"0",unincorporated
"029206331",73300,Existing,1980,storage warehouse,San Bernardino County,"0",Redlands
"029215521",202800,Existing,2010,flex,San Bernardino County,"0",Redlands
"029215815",316600,Existing,2019,distribution warehouse,San Bernardino County,"0",Redlands
"029215817",91800,Existing,2017,distribution warehouse,San Bernardino County,"0",Redlands
"029215818",86200,Existing,2017,distribution warehouse,San Bernardino County,"0",Redlands
"029219112",187600,Existing,1989,light industrial,San Bernardino County,"0",Redlands
"029215734",90300,Existing,2021,storage warehouse,San Bernardino County,"0",Redlands
"029207156",1179200,Existing,2017,distribution warehouse,San Bernardino County,"0",unincorporated
"029207158",579700,Existing,2017,distribution warehouse,San Bernardino County,"0",unincorporated
"029204141",598600,Existing,2006,distribution warehouse,San Bernardino County,"0",unincorporated
"029204417",1620300,Existing,2015,distribution warehouse,San Bernardino County,"0",Redlands
"029220128",63600,Existing,1988,storage warehouse,San Bernardino County,"0",Redlands
"029207157",1569600,Existing,2013,distribution warehouse,San Bernardino County,"0",unincorporated
"029207161",988700,Existing,2022,distribution warehouse,San Bernardino County,"0",unincorporated
"029203248",937800,Existing,2022,distribution warehouse,San Bernardino County,"0",Redlands
"029203317",1005700,Existing,2016,flex,San Bernardino County,"0",Redlands
"029203316",1202100,Existing,2016,distribution warehouse,San Bernardino County,"0",Redlands
"029215331",55500,Existing,2001,storage warehouse,San Bernardino County,"0",Redlands
"030112271",435000,Existing,1980,light industrial,San Bernardino County,"0",Yucaipa
"029806114",169900,Existing,1980,light industrial,San Bernardino County,"0",Redlands
"029806206",313500,Existing,2022,improvements ass'd associated apn,San Bernardino County,"0",Mentone
"029901128",263500,Existing,1997,improvements ass'd associated apn,San Bernardino County,"0",Mentone
"029806207",311700,Existing,1980,light industrial,San Bernardino County,"0",Mentone
"031801311",248200,Existing,1980,light industrial,San Bernardino County,"0",Yucaipa
"031525347",429500,Existing,2023,improvements ass'd associated apn,San Bernardino County,"0",Big Bear City
"031810215",197600,Existing,1980,storage building,San Bernardino County,"0",Yucaipa
"031811105",568000,Existing,1980,improvements ass'd associated apn,San Bernardino County,"1",Yucaipa
"031927184",138100,Existing,1980,storage warehouse,San Bernardino County,"0",Yucaipa
"031938110",150800,Existing,1980,improvements ass'd associated apn,San Bernardino County,"0",Yucaipa
"031821108",102000,Existing,2019,storage warehouse,San Bernardino County,"0",Yucaipa
"033001118",293300,Existing,1980,storage warehouse,San Bernardino County,"0",Lake Arrowhead
"033609242",64200,Existing,1980,storage warehouse,San Bernardino County,"0",Lake Arrowhead
"034920109",434700,Existing,2021,improvements ass'd associated apn,San Bernardino County,"0",unincorporated
"034815125",2652900,Existing,2007,transit warehouse (truck terminal),San Bernardino County,"0",San Bernardino
"035747111",156000,Existing,2016,storage building,San Bernardino County,"0",Oak Hills
"035760103",341700,Existing,1991,light industrial,San Bernardino County,"0",Hesperia
"035706505",197800,Existing,1981,storage warehouse,San Bernardino County,"0",Hesperia
"039901117",386700,Existing,2024,improvements ass'd associated apn,San Bernardino County,"0",Hesperia
"039605215",94500,Existing,1984,storage warehouse,San Bernardino County,"0",Victorville
"039605123",93000,Existing,1990,storage warehouse,San Bernardino County,"0",Victorville
"039713201",110300,Existing,1991,storage warehouse,San Bernardino County,"0",Hesperia
"039714302",121200,Existing,1982,storage warehouse,San Bernardino County,"0",Hesperia
"039714322",52700,Existing,1980,storage warehouse,San Bernardino County,"0",Hesperia
"040706112",73900,Existing,2011,storage warehouse,San Bernardino County,"0",Hesperia
"041004126",101300,Existing,2004,storage warehouse,San Bernardino County,"0",Hesperia
"041006209",142400,Existing,1980,storage warehouse,San Bernardino County,"0",Hesperia
"041008102",383200,Existing,1980,light industrial,San Bernardino County,"0",Hesperia
"041006219",172000,Existing,1990,light industrial,San Bernardino County,"0",Hesperia
"041008204",378000,Existing,1989,light industrial,San Bernardino County,"0",Hesperia
"041008205",363800,Existing,2008,light industrial,San Bernardino County,"0",Hesperia
"041008118",282800,Existing,1989,light industrial,San Bernardino County,"0",Hesperia
"041007101",74100,Existing,1986,storage warehouse,San Bernardino County,"0",Hesperia
"041011112",57700,Existing,1980,storage warehouse,San Bernardino County,"0",Hesperia
"041002143",88000,Existing,1984,storage warehouse,San Bernardino County,"0",Hesperia
"041011213",104000,Existing,1985,storage warehouse,San Bernardino County,"0",Hesperia
"041011220",104000,Existing,1980,storage warehouse,San Bernardino County,"1",Hesperia
"041011225",201300,Existing,1989,light industrial,San Bernardino County,"0",Hesperia
